"Name","Year","origin"
"antero simo tapani kivel",1980,"Scandinavian"
"kri steinn karlsson",2012,"Scandinavian"
"elin dorotea ella eklund nsholm",1912,"Scandinavian"
"paavo liettu",1928,"Scandinavian"
"thorleif steinar andresen",1968,"Scandinavian"
"alfred grnborg christensen kristensen",1948,"Scandinavian"
"tore bertil gottfrid keller",1924,"Scandinavian"
"kenth alvar karlsson",1980,"Scandinavian"
"kristian bjrn",1948,"Scandinavian"
"olof gustaf reinhold olle lanner",1908,"Scandinavian"
"per thomas schiller johnsson",1968,"Scandinavian"
"johan stre",1976,"Scandinavian"
"lennart folke alfons atterwall ohlsson",1936,"Scandinavian"
"gunnar jervill",1972,"Scandinavian"
"hannu juhani olavi kaislama",1980,"Scandinavian"
"ole sren jensen",1948,"Scandinavian"
"peer norrbohm nielsen",1964,"Scandinavian"
"hans olov dan jacobson",1968,"Scandinavian"
"jens ole haldorff berthelsen",1912,"Scandinavian"
"aale maria tynni pirinen haavio",1948,"Scandinavian"
"leo harras helgas",1928,"Scandinavian"
"rudolf edvard ekstrm",1920,"Scandinavian"
"paul ludvig laurits berth",1912,"Scandinavian"
"toivo veikko rantanen",1956,"Scandinavian"
"ernst einar rosengren",1906,"Scandinavian"
"olov hugo gllors ohlsson",1948,"Scandinavian"
"veikko tapani lavonen",1972,"Scandinavian"
"knut birger srvik",1908,"Scandinavian"
"gte thomas eriksson",1980,"Scandinavian"
"nils uno rydstrm",1948,"Scandinavian"
"lars jeppe normann",1972,"Scandinavian"
"jaakko juhani helenius",1956,"Scandinavian"
"karl henrik lorenz reilin",1908,"Scandinavian"
"anders ossian jrgensen",1908,"Scandinavian"
"kay schrder",1920,"Scandinavian"
"sven olof svenolof jonsson",1920,"Scandinavian"
"leo rosschou larsen",1960,"Scandinavian"
"helge alexander jansson",1924,"Scandinavian"
"anders wilhelm sandberg holm",1932,"Scandinavian"
"john roland andersson",1972,"Scandinavian"
"marcus rafael nikkanen",1928,"Scandinavian"
"rolfpeder hermann andersen",1972,"Scandinavian"
"benkt adolf austrin",1956,"Scandinavian"
"hans sren carlsson",1980,"Scandinavian"
"rudolf hafnor andreassen",1936,"Scandinavian"
"gte augustin almqvist",1952,"Scandinavian"
"erik michael grdebck",1976,"Scandinavian"
"willy nicolaj holm srensen holmsrensen",1928,"Scandinavian"
"gustav adolf herman bayer",1920,"Scandinavian"
"erling kaas",1948,"Scandinavian"
"hans ingemar svedberg",1960,"Scandinavian"
"hans stig trappaud rnne",1920,"Scandinavian"
"sigrid fick frenckell",1912,"Scandinavian"
"ingvar axel harald ericsson",1952,"Scandinavian"
"poul srensen mark",1912,"Scandinavian"
"esa kullervo rinne",1972,"Scandinavian"
"christian willumsen juhl",1920,"Scandinavian"
"knut olof lennart eriksson",1964,"Scandinavian"
"arto kasperi tiainen",1956,"Scandinavian"
"john johansen",1908,"Scandinavian"
"ingeborg buhl",1924,"Scandinavian"
"tore sune torvald johansson",1952,"Scandinavian"
"nils erik hellsten",1920,"Scandinavian"
"hannu kalevi rantala",1956,"Scandinavian"
"bjrn olgeirsson",1980,"Scandinavian"
"klaus peter petersen",1972,"Scandinavian"
"lauri kettunen",1928,"Scandinavian"
"josef petersen",1924,"Scandinavian"
"reidar kristofer liaklev",1948,"Scandinavian"
"theodor teddy sommerschield",1968,"Scandinavian"
"sture henrik ericsson ewrus",1920,"Scandinavian"
"ture wilhelm axelsson",1948,"Scandinavian"
"mauno kalervo valkeinen",1952,"Scandinavian"
"aimo matias menp",1964,"Scandinavian"
"ingvar lennart pettersson",1980,"Scandinavian"
"per christian johnsen",1952,"Scandinavian"
"pertti ilmari purhonen",1964,"Scandinavian"
"paul kaarlo pauli vesterinen",1948,"Scandinavian"
"kirsten michaelsen hansen michaelsen korbo",1960,"Scandinavian"
"erik ragnar heurlin",1956,"Scandinavian"
"mikko johannes jussi nordqvist vahervuori",1960,"Scandinavian"
"gustav edgar trner hsman",1956,"Scandinavian"
"rnar ruslan alexandersson ovtinnikov",1996,"Scandinavian"
"stefn jnsson",1936,"Scandinavian"
"anna margareta annmargret ahlstrand osterman",1928,"Scandinavian"
"sigurd olav akreaas",1924,"Scandinavian"
"johan henrik helln",1964,"Scandinavian"
"carl johan eirksson",1992,"Scandinavian"
"pirkko aliisa vilppunen",1952,"Scandinavian"
"eero olavi saari",1952,"Scandinavian"
"agne lennart andersson agnred",1936,"Scandinavian"
"erik gustaf blomqvist",1912,"Scandinavian"
"alfred eriksen",1948,"Scandinavian"
"johan fredrik olin",1912,"Scandinavian"
"lilja gumundsdttir",1976,"Scandinavian"
"yvonne viola brage wernersson",1968,"Scandinavian"
"alvin herman carlsson",1912,"Scandinavian"
"carl eugen ingebretsen",1906,"Scandinavian"
"bruno andreas liljefors",1932,"Scandinavian"
"mogens pedersen",1960,"Scandinavian"
"axel peter rudolf frank",1908,"Scandinavian"
"ke wilhelm sderlund",1952,"Scandinavian"
"peter due",1976,"Scandinavian"
"peder kjellberg",1920,"Scandinavian"
"heino dissing rasmussen",1936,"Scandinavian"
"tomi tapani jalo",1980,"Scandinavian"
"jnas rarinn sgeirsson",1948,"Scandinavian"
"nils erik hjelmstrm",1936,"Scandinavian"
"olof mauritz andersson",1908,"Scandinavian"
"haakon ingolf sandtorp",1936,"Scandinavian"
"trygve stokstad",1920,"Scandinavian"
"perulf helander",1968,"Scandinavian"
"vin veikko sakari huhtala",1960,"Scandinavian"
"gran fredrik widenfelt",1948,"Scandinavian"
"ewald patrik leopold persson",1912,"Scandinavian"
"karlgottfrid nilsson",1908,"Scandinavian"
"pertti ilmari niittyl",1976,"Scandinavian"
"teuvo johannes laukkanen",1948,"Scandinavian"
"jorma kalevi jaakola",1976,"Scandinavian"
"bo lennart ollander",1964,"Scandinavian"
"kerstin lucia ahlqvist winnberg",1952,"Scandinavian"
"jon terje verland",1964,"Scandinavian"
"geir digerud",1976,"Scandinavian"
"vin villiam skarp",1948,"Scandinavian"
"pentti tapio aleksi linnosvuo lindroos",1952,"Scandinavian"
"carl allan carlsson ekebck",1932,"Scandinavian"
"egon ove dyg",1952,"Scandinavian"
"gunnar josef agaton holmberg",1924,"Scandinavian"
"halvor nerison kongsjorden",1948,"Scandinavian"
"jrgen christian testrup frandsen",1972,"Scandinavian"
"petter thoresen",1980,"Scandinavian"
"erik styf",1956,"Scandinavian"
"eilert manngaard dahl",1948,"Scandinavian"
"kurt christer abrahamsson abris",1972,"Scandinavian"
"julie augusta thaulow tullik helsing jacobsen",1936,"Scandinavian"
"ritva tuulikki salonen leppnen",1960,"Scandinavian"
"henning william percy hamilton",1964,"Scandinavian"
"kurt walter lyngh madsen",1964,"Scandinavian"
"kerstin christina isberg danielsson",1936,"Scandinavian"
"kari eemil juhani ruotsalainen",1968,"Scandinavian"
"george anthony harry horvath",1980,"Scandinavian"
"per ludvig gsta kaufeldt",1924,"Scandinavian"
"einar werner sahlstein",1908,"Scandinavian"
"aage marius hansen",1912,"Scandinavian"
"gustaf nils arvid nyblaeus",1936,"Scandinavian"
"karl gustaf emanuel abrahamsson",1928,"Scandinavian"
"ernst robert efraim fast",1900,"Scandinavian"
"stig olov jder",1980,"Scandinavian"
"jens kirkegaard",1912,"Scandinavian"
"vidar sandberg johansen",1980,"Scandinavian"
"valto matias matti lahti",1936,"Scandinavian"
"fritz thomas nordgren",1980,"Scandinavian"
"harald halle janemar jansson",1948,"Scandinavian"
"kaarlo veikko kullervo leskinen",1948,"Scandinavian"
"henning leopold sundesson",1936,"Scandinavian"
"sven enar edberg",1964,"Scandinavian"
"finnbjrn orvaldsson",1948,"Scandinavian"
"karen hoff",1948,"Scandinavian"
"lasse hjortns",1980,"Scandinavian"
"jorma tuomas taitto",1956,"Scandinavian"
"bror rune johnsson",1964,"Scandinavian"
"heikki allan jrn",1972,"Scandinavian"
"wilhelm knut petersn",1928,"Scandinavian"
"elsemarie lindmarkljungdahl",1960,"Scandinavian"
"mats gunnar svensson",1964,"Scandinavian"
"rolf lefdahl",1908,"Scandinavian"
"veikko rsnen",1956,"Scandinavian"
"christina agathe wahlberg baidinger billby",1964,"Scandinavian"
"jn hj magnsson",1972,"Scandinavian"
"knut tore br",1972,"Scandinavian"
"axel lerche",1936,"Scandinavian"
"michael johan runge",1948,"Scandinavian"
"kristjn jhannsson",1952,"Scandinavian"
"sven osvald ossi mildh",1952,"Scandinavian"
"carl bertil fastn",1924,"Scandinavian"
"toril marit frland",1972,"Scandinavian"
"emil aleksander westerlund",1912,"Scandinavian"
"nestor edvard august stergren",1920,"Scandinavian"
"anne brusletto heje",1972,"Scandinavian"
"evert reinhold emanuel nilsson",1920,"Scandinavian"
"harri hilmer huhtala",1980,"Scandinavian"
"einar schwarznielsen",1908,"Scandinavian"
"nils gunnar ekman",1972,"Scandinavian"
"niels erik nielsen",1920,"Scandinavian"
"karl gustaf lennart carlsson",1960,"Scandinavian"
"veli selim saarinen",1928,"Scandinavian"
"bengt gustafsson uggla",1920,"Scandinavian"
"johan wilhelm porrassalmi",1956,"Scandinavian"
"jns bruno vincent kesson",1912,"Scandinavian"
"hans olof von essen",1928,"Scandinavian"
"tom hinsby",1964,"Scandinavian"
"karl alfred kalle ebb",1924,"Scandinavian"
"nielsove mailund mikkelsen",1972,"Scandinavian"
"dion erhardt rnvold",1948,"Scandinavian"
"yrj erik mikael saarela",1908,"Scandinavian"
"rarinn ingi orsteinsson",1952,"Scandinavian"
"kjetil jonsen mrdalen",1956,"Scandinavian"
"irina sazonova",2016,"Scandinavian"
"victor daniel johansen sundsten",1912,"Scandinavian"
"per michael persson",1980,"Scandinavian"
"gta elisabeth pettersson frisk",1948,"Scandinavian"
"mauno antero uusivirta",1968,"Scandinavian"
"knut andreas lindberg",1906,"Scandinavian"
"inge lindholm",1912,"Scandinavian"
"kjell eric jacobsson",1972,"Scandinavian"
"karl alfred hansen",1928,"Scandinavian"
"jon reinert reinertsen",1972,"Scandinavian"
"kurt walther johannessen",1960,"Scandinavian"
"birgitta kristina lindqvist wickstrm",1972,"Scandinavian"
"orsteinn leifsson",1980,"Scandinavian"
"laurits mller jrgensen",1920,"Scandinavian"
"paul andreas pedersen",1908,"Scandinavian"
"perolof verner olsson",1948,"Scandinavian"
"erik emil frank",1924,"Scandinavian"
"emil alfons hagelberg",1920,"Scandinavian"
"paul locht",1952,"Scandinavian"
"aarne eemeli reini",1932,"Scandinavian"
"sven torsten fahlman",1952,"Scandinavian"
"berndt ingemar andersson",1972,"Scandinavian"
"isak iisakki myllri",1924,"Scandinavian"
"hans samuel trnblom",1920,"Scandinavian"
"pl erik johnny phlsson",1972,"Scandinavian"
"henning brunsgaard clausen",1972,"Scandinavian"
"aage vilhelm holm",1908,"Scandinavian"
"paavo paul johansson jaale",1920,"Scandinavian"
"jacob bojsen mller bojsenmller",1980,"Scandinavian"
"thorsten ivan lindqvist",1952,"Scandinavian"
"edvard nielsenstevns",1928,"Scandinavian"
"larseric gustavsson",1960,"Scandinavian"
"aslaug magna dahl",1972,"Scandinavian"
"elisabeth ingrid ljunggrenmorris elenbring",1964,"Scandinavian"
"jeanette sandra marie pettersson baldemark",1972,"Scandinavian"
"kelpo olavi grndahl",1948,"Scandinavian"
"klas johan clas rundberg",1908,"Scandinavian"
"jo inge bjrnebye",1968,"Scandinavian"
"hans rolf wetterstrm",1948,"Scandinavian"
"anders carl fedinand mller",1908,"Scandinavian"
"eva gunilla cederstrm warchalowski",1968,"Scandinavian"
"john angelo valdemar stergaard hansen",1948,"Scandinavian"
"bjrn grimnes",1972,"Scandinavian"
"ulf artur sundelin",1968,"Scandinavian"
"hjrtur mr reynisson",2004,"Scandinavian"
"bengterik grahn",1964,"Scandinavian"
"matti tapio poikala",1964,"Scandinavian"
"hans sigfrid hansson",1924,"Scandinavian"
"gunnar olof sophus broberg",1968,"Scandinavian"
"meeri annaliisa saari veisto",1952,"Scandinavian"
"kari oula erkki salola tolvanen",1956,"Scandinavian"
"riitta liisa salin hagman",1976,"Scandinavian"
"lars tommy eugen tommy danielson",1980,"Scandinavian"
"anni marie verner hansen wernerhansen",1960,"Scandinavian"
"tormod kre knutsen",1956,"Scandinavian"
"tauno olavi kyhk",1972,"Scandinavian"
"kalle kustaa tuulos",1952,"Scandinavian"
"robert sophus daniel behrens",1906,"Scandinavian"
"ren dybkr",1948,"Scandinavian"
"dagfinn arthur ness",1960,"Scandinavian"
"birger mathias lie",1912,"Scandinavian"
"gunnar hilding persson",1908,"Scandinavian"
"paul albert backman",1948,"Scandinavian"
"per malcolm svensson",1920,"Scandinavian"
"poul erik frandsen",1976,"Scandinavian"
"bjrner charles bust drger",1936,"Scandinavian"
"jens lyder frlich",1936,"Scandinavian"
"kaarlo ilmari eini",1952,"Scandinavian"
"carl johan leonard peterson",1908,"Scandinavian"
"jens jensen nygrd",1972,"Scandinavian"
"oskar edvard wennerholm",1912,"Scandinavian"
"kristian aage hansen bges",1920,"Scandinavian"
"sven erik gunnar lundgren",1928,"Scandinavian"
"bo sture roland ohlin",1964,"Scandinavian"
"sigfs sigursson",1948,"Scandinavian"
"seppo johannes vainio",1960,"Scandinavian"
"pertti juhani pousi",1968,"Scandinavian"
"carl folke nilsson",1932,"Scandinavian"
"bertil robert carlsson",1924,"Scandinavian"
"oddwilly martinsen",1968,"Scandinavian"
"huvi hjalmar tuiskunen",1908,"Scandinavian"
"oskar wiljam kumpu forsell",1912,"Scandinavian"
"konrad martin fritiof svensson",1920,"Scandinavian"
"veli veikko valtteri lehtel",1956,"Scandinavian"
"jouko antero alila",1980,"Scandinavian"
"stig reine andersson",1976,"Scandinavian"
"thorvald matheus olsen",1912,"Scandinavian"
"karl max hkan holmgren",1968,"Scandinavian"
"curt ivan trnmarck",1912,"Scandinavian"
"christian august christensen",1900,"Scandinavian"
"bjrn olsen",1968,"Scandinavian"
"torsten henning johansson",1936,"Scandinavian"
"tore gullen",1980,"Scandinavian"
"raimo allan lindholm",1952,"Scandinavian"
"geir sveinsson",1988,"Scandinavian"
"viggo valdemar dibbern",1920,"Scandinavian"
"harry holm",1920,"Scandinavian"
"matti samuel laakso",1960,"Scandinavian"
"esa olavi peltonen",1968,"Scandinavian"
"anton antti huusari",1924,"Scandinavian"
"emil august lundberg",1906,"Scandinavian"
"lars lnberg",1976,"Scandinavian"
"finn thunbo christensen",1976,"Scandinavian"
"markku pauli hakulinen",1980,"Scandinavian"
"gustaf wilhelm hagelin",1924,"Scandinavian"
"gerhard tomin olsen meling",1912,"Scandinavian"
"peralvar magnusson",1980,"Scandinavian"
"eero johannes tapio",1964,"Scandinavian"
"gerda lilly olsen staffe",1952,"Scandinavian"
"erling juul",1920,"Scandinavian"
"eino aleksi alex soinio salin",1912,"Scandinavian"
"smundur bjarnason",1948,"Scandinavian"
"matti kullervo kuosku",1976,"Scandinavian"
"rune theodor dahl",1976,"Scandinavian"
"peder pedersen",1964,"Scandinavian"
"ritva anja marika koivula miinin",1952,"Scandinavian"
"inn bjrn orsteinsson",2012,"Scandinavian"
"charles arthur mathiesen",1936,"Scandinavian"
"hans trier hansen",1912,"Scandinavian"
"preben krab",1968,"Scandinavian"
"josua frederik isaias ananias freddy jensen",1948,"Scandinavian"
"per ivar moe",1964,"Scandinavian"
"timo kaapo arthur murama moberg",1936,"Scandinavian"
"birgir finnbogason",1972,"Scandinavian"
"nils nielsen fixdal",1912,"Scandinavian"
"ulf thomas lundqvist",1972,"Scandinavian"
"brita hazelius johansson",1928,"Scandinavian"
"jan ragnar nilsson",1968,"Scandinavian"
"aulis sipponen",1952,"Scandinavian"
"john fredrik mikaelsson",1948,"Scandinavian"
"knud bruun jensen",1952,"Scandinavian"
"bengtke bengtsson",1960,"Scandinavian"
"wilhelm alexander olsen",1920,"Scandinavian"
"bror johan dahlin",1912,"Scandinavian"
"pertti markus mattila",1936,"Scandinavian"
"eigil vilhelm schwab hansen",1932,"Scandinavian"
"victor emanuel vicke lindstrand",1932,"Scandinavian"
"aage jrgen christian andersen",1906,"Scandinavian"
"anneli marita olsson johansson",1972,"Scandinavian"
"kjell gunnar isaksson",1968,"Scandinavian"
"ulla birgitta elisabeth jfvert fahln",1964,"Scandinavian"
"steen lkkegaard smidtjensen",1968,"Scandinavian"
"fritz gustaf adolf andersson gabeling",1928,"Scandinavian"
"kurt wilhelm nyman",1972,"Scandinavian"
"larsolof hk",1968,"Scandinavian"
"seppo ilmari mkinen",1972,"Scandinavian"
"mikko holm",1912,"Scandinavian"
"svend erik olaf srensen",1952,"Scandinavian"
"leif trygve nss",1948,"Scandinavian"
"hans christian herlak jensen",1920,"Scandinavian"
"armas ilmari wahlstedt valste",1928,"Scandinavian"
"bertil vilhelm rnnmark",1932,"Scandinavian"
"kaija anneli mkel syvlahti",1952,"Scandinavian"
"arne andersen",1972,"Scandinavian"
"karl mauritz kalle westerlund",1924,"Scandinavian"
"yrj armas valkama flaming",1920,"Scandinavian"
"carl ludvig berner",1936,"Scandinavian"
"maila sinikka nisula soikkeli",1952,"Scandinavian"
"arvo askola",1936,"Scandinavian"
"freyr gauti sigmundsson",1992,"Scandinavian"
"sigurd emanuel hoel",1920,"Scandinavian"
"veli oiva autio",1948,"Scandinavian"
"isak holger erbn",1948,"Scandinavian"
"bengt petter johansson",1972,"Scandinavian"
"nils harald linde",1912,"Scandinavian"
"haakon jarl brand ellingsen",1920,"Scandinavian"
"issi israel baran",1952,"Scandinavian"
"preben emil christiansen",1936,"Scandinavian"
"dan gustav eriksson",1972,"Scandinavian"
"herman johan wilhelm grimmelmann",1912,"Scandinavian"
"henrik iversen ottesen",1956,"Scandinavian"
"manne roland johnson",1980,"Scandinavian"
"bjrn richard ricky bruch",1968,"Scandinavian"
"michael jrn berg",1980,"Scandinavian"
"mogens borch truelsen",1924,"Scandinavian"
"carl klth",1908,"Scandinavian"
"ilkka kullervo auer",1956,"Scandinavian"
"erkki johansson",1948,"Scandinavian"
"hans christian schultz",1908,"Scandinavian"
"sigurd erhardt amandus johannessen",1908,"Scandinavian"
"sven einar englund",1948,"Scandinavian"
"hans gsta michael koch",1972,"Scandinavian"
"otto thomas jensen",1912,"Scandinavian"
"klas ivar vilhelm lestander",1960,"Scandinavian"
"otto martin olsen",1920,"Scandinavian"
"svend egil benjamin olsen",1932,"Scandinavian"
"bjrn tommy tom mentzer",1972,"Scandinavian"
"helge gustaf samuel bckander",1920,"Scandinavian"
"finn urdal",1972,"Scandinavian"
"eniu eetu kosonen",1908,"Scandinavian"
"richard rudolf rydstrm",1912,"Scandinavian"
"seppo risto aho",1968,"Scandinavian"
"dan john rune waern",1956,"Scandinavian"
"mogens frey jensen frey",1968,"Scandinavian"
"anna helena peterson bernhard",1980,"Scandinavian"
"arne serckhanssen",1948,"Scandinavian"
"rir jnsson",1948,"Scandinavian"
"ernst gunnar kerlund",1948,"Scandinavian"
"sigrn br sverrisdttir",2008,"Scandinavian"
"arne kjell larsen",1960,"Scandinavian"
"asko tapio kinnunen",1980,"Scandinavian"
"hans rudolf jagenburg",1920,"Scandinavian"
"bjrgvin bjrgvinsson",1972,"Scandinavian"
"carl august leonard lundquist",1912,"Scandinavian"
"eggert lafur bogason",1988,"Scandinavian"
"leo ilmo honkala",1952,"Scandinavian"
"alf lie",1912,"Scandinavian"
"sture hllberg",1936,"Scandinavian"
"thyge alexander petersen",1924,"Scandinavian"
"robert jacob johnsen",1920,"Scandinavian"
"aage hermann",1928,"Scandinavian"
"erik hjalmar lundqvist",1928,"Scandinavian"
"carl ehrenfried carlberg",1912,"Scandinavian"
"thora gerda sofie castenschiold carlheimgyllenskld",1912,"Scandinavian"
"marit henie moe",1948,"Scandinavian"
"ludvig olaf larsen",1924,"Scandinavian"
"niels werner baunse",1960,"Scandinavian"
"henning arne emil tollbom",1948,"Scandinavian"
"ptur gumundsson",1988,"Scandinavian"
"jn diriksson",1980,"Scandinavian"
"gunnar hansen",1948,"Scandinavian"
"per gunnar brje berlin",1952,"Scandinavian"
"erik gustaf wersll",1912,"Scandinavian"
"per ke bertil svenson",1976,"Scandinavian"
"leena kyllikki kaarna",1964,"Scandinavian"
"tauno wilhelm lindgren",1936,"Scandinavian"
"curt ragnar benckert",1912,"Scandinavian"
"frederik oluf hansen",1912,"Scandinavian"
"matti ilmari paloheimo",1976,"Scandinavian"
"thyge pedersen thgersen",1952,"Scandinavian"
"henning petersen",1964,"Scandinavian"
"nils henry andersen",1924,"Scandinavian"
"karl gsta sbrink",1908,"Scandinavian"
"kenneth inge holm eriksson",1980,"Scandinavian"
"eino armas lahti",1936,"Scandinavian"
"hannu wilhelm haapalainen",1976,"Scandinavian"
"reijo pivi nyknen",1956,"Scandinavian"
"kre olaf berg",1960,"Scandinavian"
"david thorild olsson",1912,"Scandinavian"
"johannes alfred johs elvestad pettersen",1932,"Scandinavian"
"hannes krkkinen",1924,"Scandinavian"
"oscar runo lemming",1908,"Scandinavian"
"johan viktor edman",1912,"Scandinavian"
"esko raimo saira",1972,"Scandinavian"
"hakon aasns",1936,"Scandinavian"
"esa einari kervinen",1960,"Scandinavian"
"albert ragnar mattson bernlf",1912,"Scandinavian"
"carl josef ternstrm",1912,"Scandinavian"
"perolof hedenberg",1960,"Scandinavian"
"sten anders flodqvist",1980,"Scandinavian"
"jan harald kristiansen",1956,"Scandinavian"
"pauli aapeli janhonen",1948,"Scandinavian"
"sverre norberg",1976,"Scandinavian"
"tore gunnar ljungqvist",1936,"Scandinavian"
"niels alfred wamberg",1948,"Scandinavian"
"peter jrgen askjrfriis",1972,"Scandinavian"
"nils johan widforss",1908,"Scandinavian"
"marja anneli repola risku",1980,"Scandinavian"
"pekka veli rauhala",1980,"Scandinavian"
"axel walfrid carl gyllenkrok",1912,"Scandinavian"
"pl schjetne",1976,"Scandinavian"
"annar engelbreth petersen",1952,"Scandinavian"
"karianne christiansen",1972,"Scandinavian"
"ole andreas lilloeolsen",1920,"Scandinavian"
"nils sverre hartvig nilsson",1924,"Scandinavian"
"hugo alexander helsten",1920,"Scandinavian"
"stig ivar strand",1976,"Scandinavian"
"sture mats nordlund",1948,"Scandinavian"
"tapio kalervo koskinen",1976,"Scandinavian"
"michael jakob michaelsen",1928,"Scandinavian"
"willy skibby",1976,"Scandinavian"
"berit berthelsen tien",1964,"Scandinavian"
"sven lysholt hansen",1960,"Scandinavian"
"anders larsson",1920,"Scandinavian"
"paul albert theisen",1952,"Scandinavian"
"erik william adlerz",1908,"Scandinavian"
"seppo juhani hnninen",1964,"Scandinavian"
"inger mette schwartzlose oxvang hansen",1960,"Scandinavian"
"carl marinus jensen",1908,"Scandinavian"
"carl c andersen",1908,"Scandinavian"
"arne pedersen",1936,"Scandinavian"
"axel wilhelm emanuel persson",1912,"Scandinavian"
"janke thomas carlberg",1980,"Scandinavian"
"paul godtfred emil henrichsen",1912,"Scandinavian"
"otto armas suhonen",1924,"Scandinavian"
"halfdan pettere jr",1936,"Scandinavian"
"pentti aatos kahma",1972,"Scandinavian"
"ingolf kristiansen",1964,"Scandinavian"
"heimo antero immonen",1964,"Scandinavian"
"ejner hugo augsburg",1920,"Scandinavian"
"pertti benjam teurajrvi",1976,"Scandinavian"
"viljo lietola lemplin",1912,"Scandinavian"
"knut erik alexander nordahl",1948,"Scandinavian"
"rolf maartmann",1912,"Scandinavian"
"rolf ingvar peterson",1964,"Scandinavian"
"ossian esaias skild",1924,"Scandinavian"
"juha tapio rissanen",1980,"Scandinavian"
"sverre malvin stensheim",1960,"Scandinavian"
"kurt gustaf wilhelm dyrsch",1920,"Scandinavian"
"hjalmar alexius dahlberg",1912,"Scandinavian"
"knut arne brjesson",1952,"Scandinavian"
"lars axel larsson",1936,"Scandinavian"
"harald hansen",1908,"Scandinavian"
"taimi ilona mattsson lstinen",1952,"Scandinavian"
"sixten emanuel petri johansson",1936,"Scandinavian"
"karl gunnar larsson",1968,"Scandinavian"
"hjalmar eric wilhelm burman",1920,"Scandinavian"
"emil marius eriksen sr",1912,"Scandinavian"
"mauri kalevi saarivainio",1968,"Scandinavian"
"birgit ingalena sjholm svensson",1976,"Scandinavian"
"erik valdemar pettersson",1932,"Scandinavian"
"timo mikko juhani turunen",1972,"Scandinavian"
"pekka vanninen",1948,"Scandinavian"
"klaus heikki taskinen",1928,"Scandinavian"
"bernhard vilhelm andersen",1920,"Scandinavian"
"martin johan egeberg",1924,"Scandinavian"
"nils ragnar johannes grnvall",1912,"Scandinavian"
"paavo kalervo miettinen",1952,"Scandinavian"
"bjrn vade",1948,"Scandinavian"
"ernst emil fabritius",1912,"Scandinavian"
"martti juhani liimo",1964,"Scandinavian"
"ove bak jensen",1972,"Scandinavian"
"jarl hman",1912,"Scandinavian"
"kalevi johannes laurila",1964,"Scandinavian"
"ulf nils johan norberg",1968,"Scandinavian"
"sigurd olsen moen",1924,"Scandinavian"
"bjrn henrik gundersen",1948,"Scandinavian"
"bo sune wretling",1960,"Scandinavian"
"sverre cristiansen kolterud",1932,"Scandinavian"
"elna charlotta elvira montgomery bckman",1908,"Scandinavian"
"timo aulis hagman",1980,"Scandinavian"
"conrad konrad olsen",1920,"Scandinavian"
"toivo juha vtinen",1972,"Scandinavian"
"rolf axel einar grnberg",1948,"Scandinavian"
"otto karl robert von rosen",1908,"Scandinavian"
"harald nilsen",1976,"Scandinavian"
"karl ke nilsson",1968,"Scandinavian"
"gustaf emil andersson",1924,"Scandinavian"
"knut bertil hilding linde",1928,"Scandinavian"
"carl andreas dusinius hjort petersen",1924,"Scandinavian"
"veikko ilmari pakarinen",1932,"Scandinavian"
"rudolf carl hansen",1920,"Scandinavian"
"jel kristinn sigursson",1948,"Scandinavian"
"lennart nelson",1948,"Scandinavian"
"velijussi hls",1952,"Scandinavian"
"jlus jnasson",1992,"Scandinavian"
"ingvard peder alfred nrregaard",1952,"Scandinavian"
"carl eric carleric von braun",1920,"Scandinavian"
"else christophersen arneberg",1952,"Scandinavian"
"sulo artur salmi",1948,"Scandinavian"
"bernt assar rnnlund",1960,"Scandinavian"
"leif oskar johansson",1976,"Scandinavian"
"aulo lemuel gustafsson",1928,"Scandinavian"
"carl arvid einar lundell",1920,"Scandinavian"
"karl erik ingvar ericsson",1936,"Scandinavian"
"stig lennart johansson",1952,"Scandinavian"
"nils georg berg",1912,"Scandinavian"
"lennart bendix christensen",1972,"Scandinavian"
"vagner edvard holger engberg",1936,"Scandinavian"
"svend harry ejnar erhard kristensen",1952,"Scandinavian"
"greta marie andersen sonnichsen veress",1948,"Scandinavian"
"johan werner kankkonen",1912,"Scandinavian"
"anton husgafvel salmenkyl",1924,"Scandinavian"
"ragnar emil rygel",1952,"Scandinavian"
"alf johan pedersen",1924,"Scandinavian"
"mauno kalevi maisala",1964,"Scandinavian"
"holger frederiksen",1906,"Scandinavian"
"bjrn bakken",1968,"Scandinavian"
"anders lennart trnkvist",1948,"Scandinavian"
"ernst johnny hellstrm",1960,"Scandinavian"
"asbjrn halvorsen",1920,"Scandinavian"
"elmer konstantin niklander",1908,"Scandinavian"
"larserik brje gustafsson",1964,"Scandinavian"
"nils bengt nilsson",1956,"Scandinavian"
"aksel christian dalgaard madsen",1928,"Scandinavian"
"hans birger halln",1968,"Scandinavian"
"otto wessel von porat",1924,"Scandinavian"
"harald stenerud",1928,"Scandinavian"
"viljo johannes juho tuomikoski",1920,"Scandinavian"
"per pedersen lyngemark",1968,"Scandinavian"
"bror karl anton mannstrm",1912,"Scandinavian"
"karsten steen srensen",1972,"Scandinavian"
"erik johannes sa strm",1924,"Scandinavian"
"pekka olavi halme",1952,"Scandinavian"
"erkki ilmari heikkil",1952,"Scandinavian"
"terje olav pedersen",1960,"Scandinavian"
"helmer fredrik gustafsson mrner",1920,"Scandinavian"
"thor fritz ke sandin",1968,"Scandinavian"
"johan august ge lundstrm",1920,"Scandinavian"
