"full_name","origin"
"mohamed nabil noui mehidi","French"
"badr alsolami","Africa"
"khalid omar thabit","Africa"
"mahir bukusoglu","Turkey"
"abdurrahman murat fenerci","Turkey"
"murat sogut","Turkey"
"ayse hande tamer","Turkey"
"sueleyman bayram","German"
"yagmur surmeli","Turkey"
"burhan sezgin","Turkey"
"osman goktepe","Turkey"
"syed ahmed","Arabic"
"wesam khalaf allah","Africa"
"onur ercan","Turkey"
"ulku celikkol","Turkey"
"cihan kocaman","Turkey"
"ercan kurtuldu","Turkey"
"zafer dikmen","Turkey"
"egemen akar","Turkey"
"mustafa avdan","Turkey"
"alper ergen","Turkey"
"ali milani salem","Africa"
"ilkan erdem","Turkey"
"mohammed abdul fasi","India"
"servet cataltepe","Turkey"
"haitham aljahani","Africa"
"turgut yerlikaya","Turkey"
"mansour bandar al dokhi","Persian"
"musa caliskan","Turkey"
"menekse gizem saygi","Turkey"
"lamia ajaji","French"
"burhan sahin","Turkey"
"tolga nurettin aynur","Turkey"
"richard victor vos","AngloSaxon"
"atilla uz","Turkey"
"alper aydinay","Turkey"
"pia english darmstadt","German"
"okan orhan","Turkey"
"mohammed alghunaim","Africa"
"ertugrul bilgic","Turkey"
"shaikh alhamad","Arabic"
"onur incereis","Turkey"
"mehmet fikret akgunlu","Turkey"
"khaled al buraik","Africa"
"gursel  ataturk organize sanayi bolgesi ilhan","Turkey"
"gorkem arcelik anonim sirketi suner","Turkey"
"adrien wilbert","French"
"onur yaman","Turkey"
"fakuen frank chang","China"
"orhan esref celikkol","Turkey"
"baris efendioglu","Turkey"
"mustafa tezel","Turkey"
"salih tektas","Turkey"
"harun acikgoz","Turkey"
"hale ozkan","Turkey"
"bahattin daloglu","Turkey"
"barry flynn","AngloSaxon"
"azzedine kioul","French"
"nuri coskun evinoks servis ekipmanlari sanayi ve irfan","SouthEastAsia"
"rasim cizmeci","Turkey"
"sherif shawki zaki hindi","Africa"
"erdinc arslan","Turkey"
"hassan jaber","Africa"
"raymond graham tarr","AngloSaxon"
"gorkem memisoglu","Turkey"
"serpil kaymak","Turkey"
"nabeel habib","Arabic"
"olgu demircioglu","Turkey"
"ahmed awadallah","Africa"
"serdar kenar","Turkey"
"metin ozturk","Turkey"
"erdinc atay","Turkey"
"ayman hanafy","Africa"
"anil turk","India"
"resit soylu","Turkey"
"savas ok","Turkey"
"nadeem siddiqui","India"
"asli gencer","Turkey"
"ahmet taner tecirlioglu","Turkey"
"arif korkmaz","Turkey"
"ali ateyeh mousa","Africa"
"jitka eryilmaz","German"
"nihat yavuz","Turkey"
"waqas ahmed khan","Arabic"
"arif canacik","SouthEastAsia"
"muge akay","Turkey"
"nabeel al habib","Arabic"
"levent cinar","Turkey"
"ali baskan","Turkey"
"theo steinebach","German"
"aziz kenan sert","Turkey"
"neslihan gulbeycan","Turkey"
"necmiye esendir","Turkey"
"ahmed abdelkarim mansi","Africa"
"hamoud al anazi","Africa"
"tuna ayan","Turkey"
"ibraheem al ageel","Africa"
"altan alyanak","Turkey"
" tuncay","Turkey"
"gurkan tanis","Turkey"
"kerem kurt","Turkey"
"mehmet gocer","Turkey"
"sally ann lovalvo","AngloSaxon"
"bekir tolga sivritepe","Turkey"
"zachariah selvarajan","India"
"refat ahmed ibrahim el sheikhy","Persian"
"maurice mckenna","AngloSaxon"
"tien khee ng","SouthEastAsia"
"ravindra dosaj","India"
"essam al ammar","Africa"
"murat degerli","Turkey"
"ridvan berberoglu","Turkey"
"hubert marek piwonski","German"
"aydin hekimoglu","Turkey"
"bertan arcelik anonim sirketi bayram","Turkey"
"safak tezcan","Turkey"
"can gokce","Turkey"
"emre yener","Turkey"
"umud ozturk","Turkey"
"caglar alisan","Turkey"
"omer siteler mah dogan","Turkey"
"emre celikkol","Turkey"
"ali sinan ozturk","Turkey"
"gundogdu gurkan","Turkey"
"dogan demirhan","Turkey"
"kadir ridvan celik","Turkey"
"osama aldraihem","Africa"
"adem kaytaz","Turkey"
"hakan peker","Turkey"
"isaias ortiz","Hispanic"
"aydin cesmeci","Turkey"
"erol genc","Turkey"
"al tuhami abuzeid al tuhami","Arabic"
"yigit ozkan","Turkey"
"cem ozdemir","Turkey"
"ahmet bilgic","Turkey"
"hayri demirel","Turkey"
"gokhan demirhan","Turkey"
"ilhan kahraman","Turkey"
"sinan sekban","Turkey"
"erdogan demir","Turkey"
"mesut selek","Turkey"
"mohamed alkordi","Africa"
"ibrahim yildirim","Turkey"
"burak yegin","Turkey"
"fahad mohammed al zahrani","Arabic"
"talip arcelik anonim sirketi caglar","Turkey"
"hasan yuksel","Turkey"
"jaseem al muaybid","India"
"berrin aytun","Turkey"
"okan eryilmaz","Turkey"
"mehmet kaymak","Turkey"
"ali abdallah al yousef","Africa"
"hakan sazak","Turkey"
"osama kamal roshdy","Africa"
"korhan orhan","Turkey"
"ersin donmez","Turkey"
"alperen aksoy","Turkey"
"onur turkmen","Turkey"
"ergun kiran","Turkey"
"selahattin dinler","Turkey"
"ilker poyraz","Turkey"
"samet develi","Turkey"
"mahmoud abdelmagid elfeky","Africa"
"gorkem ozvural","Turkey"
"ergin yuksel","Turkey"
"kerim kahraman","Turkey"
"osman kucuk","Turkey"
"mehmet saglamci","Turkey"
"sunil kokal","India"
"serkan atamer","Turkey"
"mehmet hacioglu","Turkey"
"ozgur ceylan","Turkey"
"melih burcoglu","Turkey"
"emir aydar","Turkey"
"ahmed ali basfar","Africa"
"aykut esmek","Turkey"
"cagatay bolukbasi","Turkey"
"sezgin parmaksiz","Turkey"
"alper erdem","Turkey"
"mert engin","Turkey"
"aykut bayram","Turkey"
"saban avci","Turkey"
"gurkan gultekin","Turkey"
"serhat akcay","Turkey"
"oner hatipoglu","Turkey"
"muhammad umar siddiqui","Arabic"
"osman can ozcanli","Turkey"
"evren bal","Turkey"
"omer yanik","Turkey"
"gursel boz","Turkey"
"ozkan akgul","Turkey"
"osama kamal el sayed roshdy","Africa"
"babatope kayode","Africa"
"ertugrul sencan","Turkey"
"aladin kamel","French"
"khaled nabil ahmed","Africa"
"sezgin bahtiyar","Turkey"
"serkan guzel","Turkey"
"mehmet faik ciftci","Turkey"
"volkan cakirca","Turkey"
"alexis petit","French"
"adel ali al qahtani","Africa"
"turgay serbet","Turkey"
"alaattin yilmaz","Turkey"
"osman celebi","Turkey"
"mert beser","Turkey"
"michael john black","AngloSaxon"
"kerim akyildiz","Turkey"
"mohammed hamdan","Africa"
"muzammil hussain rammay","Arabic"
"ozkan yilmaz","Turkey"
"ozan kaya","Turkey"
"saffet bayar","Turkey"
"celal yilmaz","Turkey"
"gokmen fedai","Turkey"
"hakan tuncay","Turkey"
" yilmaz","Turkey"
"ali ihsan koca","Turkey"
"ferhan ercin","Turkey"
"mehmet ercan kaymak","Turkey"
"mehmet soner baburoglu","Turkey"
"fatih karadag","Turkey"
"niass tidjani","French"
"yaprak deniz yurt","Turkey"
"ihsan arslantekin","SouthEastAsia"
"murat cakir","Turkey"
"murat dicleli","Turkey"
"oytun ozturk","Turkey"
"montaser al mubayidh","Africa"
"mohamed radwan rafaat atassi","Africa"
"mehmet senel","Turkey"
"fadl abdel latif","Africa"
"arda ozsu","Turkey"
"kutlu oktay","Turkey"
"emre talsik","Turkey"
"ayse tunali","Turkey"
"onur boztas","Turkey"
"onur yildirim","Turkey"
"caglar sahin","Turkey"
"tolga alaf","Turkey"
"adnan taha","Africa"
"tolga ali cirak","Turkey"
"majdi baddourah","Africa"
"gamze behmenyar","Turkey"
"volkan kahraman","Turkey"
"cengiz mete uzundere","Turkey"
"rami ahmed kamal","Africa"
"osman er","Turkey"
"yetkin telci","Turkey"
"hazim hussein abass","Africa"
"ozgun atac gultekin","Turkey"
"saeed almubarak","Persian"
"metin yilmaz","Turkey"
"fadl abdellatif","Africa"
"mehmet cankurtaran","Turkey"
"yenal alkan","Turkey"
"ramazan genc","Turkey"
"engin yilmaz","Turkey"
"okan tiryaki","Turkey"
"mehmet ali oral","Turkey"
"mehmet nevres ulgen","Turkey"
"metin erbay","Turkey"
"semih cakil","Turkey"
"ercan engin","Turkey"
"mostafizur rahaman","Arabic"
"adem yildirim","Turkey"
"tolga yegin","Turkey"
"milind vaidya","India"
"deha gulsen","Turkey"
"gozde basara","Turkey"
"tarek abudawood","Africa"
"oktay aygun","Turkey"
"nurcan oktay","Turkey"
"fouad al saif","Africa"
"bandar ali al qahtani","Arabic"
"bodong li","China"
"sezgin ozcan","Turkey"
"ahmed bukhamseen","Africa"
"onur emre demirel","Turkey"
"baris binici","Turkey"
"ahmet saygi","Turkey"
"serkan bilsen","Turkey"
"nevin akkas","Turkey"
"gokhan gurbuzer","Turkey"
"ahmed alhuthali","Africa"
"arda yalcin","Turkey"
"burcu tasdemir","Turkey"
"yusuf yildirim","Turkey"
"orhan celik","Turkey"
"hamdi akar","Turkey"
"mohammed nabil noui mehidi","French"
"rafael adolfo lastra","Hispanic"
"emre yunus","Turkey"
"khondoker muhammad idriss ali","Arabic"
"hamdi gundogan","Turkey"
"saleh haif al mutairi","Africa"
"samet yilmaz","Turkey"
"memet nevres ulgen","Turkey"
"tamer koc","Turkey"
"ivan ramirez","Hispanic"
"himmet tanriverdi","Turkey"
"abdullatif saleh abdullah alshaikh","Arabic"
"mustafa sirin","Turkey"
"emre oguz","Turkey"
"raj kumar khanna","India"
"abdulrauf rasheed adebayo","Africa"
"caglar varan","Turkey"
"gokhan osman ozgen","Turkey"
"mehmet kutlugil","Turkey"
"walleed ibrahim","Africa"
"mehmet savan","Turkey"
"mustafa zeyrek","Turkey"
"gokhan ozgurel","Turkey"
"fadl latif","Africa"
"emrah bozkurt","Turkey"
"mustafa ozcan","Turkey"
"ergin kaymak","Turkey"
"mutlu kartkaya","Turkey"
"gokhan sir","Turkey"
"deniz bildirici","Turkey"
"caner kara","Turkey"
"erol karaer","Turkey"
"mustafa aydin","Turkey"
"gorkem anil al","Turkey"
"salih goksu","Turkey"
"tolga cakmak","Turkey"
"syed ahmed said","Arabic"
"bugra cetinkaya","Turkey"
"kadir kara","Turkey"
"ahmet donmez","Turkey"
"nihal efe","Turkey"
"coskun kocabas","Turkey"
"veysi ercan","Turkey"
"aycin polat","Turkey"
"rajeh al zaid","Africa"
"osman eczacibasi yapi gerecleri sa ve tic as er","Turkey"
"sebahattin bambal","Turkey"
"emre  knauf artfix yapi malzemeleri eker","Turkey"
"abdulaziz kurdi","Arabic"
"joseph naughton","AngloSaxon"
"mohamed samir ahmed atta","Africa"
"hakan alkan","Turkey"
"khaled hadj sassi","French"
"nassar al madhoun","Africa"
"avci korkut","Turkey"
"yasar kaya","Turkey"
"murat avc","Turkey"
"serkan yelseli","Turkey"
"hakan yorgancioglu","Turkey"
"mehmet eldem","Turkey"
"ertugrul arpac","Turkey"
"alan lung wai siu","China"
"sunar aldonat","SouthEastAsia"
"ali abdullah al yousef","Africa"
"onur ozdemir","Turkey"
"naresh sundararaman iyer","India"
"tarkan taspinar","Turkey"
"kursat aktepe","Turkey"
"murat topsakal","Turkey"
"iyad mohamad adnan daadoush","Africa"
"devrim pacaci","Turkey"
"mehmet turas gas armatures demirezen","Turkey"
"ozgur demircan","Turkey"
"melih gunay","Turkey"
"ayhan yagci","Turkey"
"berrin gulbay","Turkey"
"ali ekenel","Turkey"
"hussain al qahtani","Arabic"
"denis philippe schmitt","German"
"gokhan yildiz","Turkey"
"samet akan","Turkey"
"tuna kaya","Turkey"
"rasit turan","Turkey"
"ibrahim metin ugur","Turkey"
"vahit uyanik","Turkey"
"mustafa kuntay karaaslan","Turkey"
"stephen wayland smith","AngloSaxon"
"alper akar","Turkey"
"hasan basri bozkurt","Turkey"
"ahmad al khazim al ghamdi","Africa"
"hur ebuzer butun","Turkey"
"mustafa ertik","Turkey"
"murat yetilmezsoy","Turkey"
"seyit vatansever","Turkey"
"osman arcelik anonim sirketi vardar","Turkey"
"husamettin celik","Turkey"
"faruk kocabiyik","Turkey"
"gokhan timac","Turkey"
"guvenc numanoglu","Turkey"
"yalcin arcelik anonim sirketi guldali","Turkey"
"pinar zorlutuna","Turkey"
"kagan kurtkaya","Turkey"
"farid el tantawy","Africa"
"bayram yigit","Turkey"
"maher omar amin","Africa"
"yavuz can ozkaptan","Turkey"
"edgar chacon","Hispanic"
"mehmet altug","Turkey"
"kadir usta","Turkey"
"murat bozkurtlu","Turkey"
"ehtesham hayder","Arabic"
"ahmet bozgeyik","Turkey"
"neslihan urhan","Turkey"
"oguz deniz merdin","Turkey"
"sukru baris unal","Turkey"
"dominic joseph brady","AngloSaxon"
"suk ho chung","China"
"ahmet yuce","Turkey"
"hasan kalyoncu","Turkey"
"ali karasu","Turkey"
"bahadir aktas","Turkey"
"suat tuncel","Turkey"
"ibrahim levent altay","Turkey"
"ahmed al ghamdi","Africa"
"halil can ozaydin","Turkey"
"mourad younes","French"
"mohamed zaher feteih","Africa"
"mustafa tuksal","Turkey"
"omer akbas","Turkey"
"abdullah khaled alsalem","Africa"
"abdullah otaibi al","Arabic"
"harlan michael james mulford","AngloSaxon"
"halil sayir","Turkey"
"ahmad el shayeb","Africa"
"levent akin","Turkey"
"ahmet mert kilic","Turkey"
"james clyde hassell","AngloSaxon"
"mohamed ahmed soliman","Africa"
"emre ciplak","Turkey"
"cem yigit","Turkey"
"pranjal sarmah","India"
"saim oz","Turkey"
"mujdat isik","Turkey"
"alaa dawood","Africa"
"ilker demirayak","Turkey"
"ahmed abdullah bahamdan","Africa"
"rahmi capan","SouthEastAsia"
"fethi sen","French"
"hasan eryilmaz","Turkey"
"erdal haspolat","Turkey"
"emre emek","Turkey"
"mehmet fisek","Turkey"
"omur simsek","Turkey"
"furkan acik","Turkey"
"asli saime kayihan","Turkey"
"yasemin ozdemir","Turkey"
"mustafa kose","Turkey"
"nihat yildirim","Turkey"
"ibrahim ugurlu","Turkey"
"ahmet dincer","Turkey"
"umut kilic","Turkey"
"necmiye arcelik anonim sirketi esendir","Turkey"
"pablo eduardo carrasco zanini gonzalez","Hispanic"
"yusuf koc","Turkey"
"alper sarioglan","Turkey"
"umut akkaya","Turkey"
"esref akin","Turkey"
"mufit caglayan","Turkey"
"irfan yildirim","Turkey"
"fatih arslan","Turkey"
"mohamed ahmed elgamil","Africa"
"ali riza eroglu","Turkey"
"erkan tarakci","Turkey"
"chidirim enoch ejim","Africa"
"ur kele","Africa"
"sinan selcuk","Turkey"
"hasan yildirim","Turkey"
"kenan coskun","Turkey"
"mehmet ulas usta","Turkey"
"veysel celal beysel","Turkey"
"onur tansoy","Turkey"
"fatih kayalioglu","Turkey"
"fatih ozturk","Turkey"
"younes mourad","French"
"haluk baser","Turkey"
"mehmet yaka","Turkey"
"esref akin","Turkey"
"mehmet mert ozcan","Turkey"
"metin yilmaz","Turkey"
"bahadir kartal","Turkey"
"borga erbil","Turkey"
"cavit dogan","Turkey"
"demir numan","Africa"
"ozkan akgul","Turkey"
"ali kumas","Turkey"
"bekir dumlu","Turkey"
"osman can ozcanli","Turkey"
"osman arcelik anonim sirketi vardar","Turkey"
"celal yilmaz","Turkey"
"serhat yavuz","Turkey"
"nergis aydogdu","Turkey"
"ergin metin","Turkey"
"can yalman","Turkey"
"ahmet koyun","Turkey"
"caglar alisan","Turkey"
"mehmet saglamci","Turkey"
"hasan celik","Turkey"
"ulku celikkol","Turkey"
"ziya yamaner","Turkey"
"murat duygulu","Turkey"
"selahattin corak","Turkey"
"furkan acik","Turkey"
"gokhan konuk","Turkey"
"bulent efecik","Turkey"
"burcin ozkir","Turkey"
"atilla tuncer","Turkey"
"burak yegin","Turkey"
"sancar yorukoglu","Turkey"
"caglar sahin","Turkey"
"ayhan yagci","Turkey"
"emre ciplak","Turkey"
"ersin karaduman","Turkey"
"tolga cirak","Turkey"
"oktay bas","Turkey"
"ercan kurtuldu","Turkey"
"serdar gokhan doganay","Turkey"
"baris dogan","Turkey"
"niyazi uludag","Turkey"
"gamze behmenyar","Turkey"
"gokhan yildiz","Turkey"
"ahmet onur moza","Africa"
"kenan kahraman","Turkey"
"mehmet durmaz","Turkey"
"tulga simsek","German"
"halime usta yogun","Turkey"
"semih karahanoglu","Turkey"
"berrin gulbay","Turkey"
"atakan sarioglu","Turkey"
"himmet tanriverdi","Turkey"
"haluk arik","Turkey"
"ozgur akdemir","Turkey"
"semih kasab","Turkey"
"mustafa ertik","Turkey"
"hakan demir","Turkey"
"osman er","Turkey"
"murat gundogdu","Turkey"
"yavuz battal","Turkey"
"musa ozdemir","Turkey"
"servet cataltepe","Turkey"
"huseyin gokdemir","Turkey"
"ersin donmez","Turkey"
"feyzi alper soysal","Turkey"
"mehmet ozan tras","Turkey"
"murat avci","Turkey"
"mert degerli","Turkey"
"eren dizlek","Turkey"
"emrah bicer","Turkey"
"sadullah uzun","Turkey"
"gamze dag","Turkey"
"mehmet faik ciftci","Turkey"
"mehmet demirezen","Turkey"
"fatih ceylan","Turkey"
"mustafa tuksal","Turkey"
"coskun filiz","Turkey"
"bahtiyar oguz cetinturk","Turkey"
"yasar kartal","Turkey"
"seyit vatansever","Turkey"
"emrah isbilen","Turkey"
"metin ozturk","Turkey"
"fatih kasap","Turkey"
"bugra cetinkaya","Turkey"
"koray kapkin","Turkey"
"sabahattin hocaoglu","Turkey"
"serhat akcay","Turkey"
"erhan odabas","Turkey"
"mustafa kuntay karaaslan","Turkey"
"sunay mutlu","Turkey"
"duygu bayraktaroglu","Turkey"
"ali milani salem","Africa"
"fatih muminoglu","Turkey"
"eyup tokdemir","Turkey"
"fatih arslan","Turkey"
"osman vardar","Turkey"
"erdal  vestel beyaz esya sanayi ve ticaret haspolat","Turkey"
"omur simsek","Turkey"
"ilhan kahraman","Turkey"
"mustafa aksu","Turkey"
"fatih demiray","Turkey"
"nihat yildirim","Turkey"
"ferhan ercin","Turkey"
"serkan guzel","Turkey"
"bulent hatipoglu","Turkey"
"hakan genc","Turkey"
"nuri coskun evinoks servis ekipmanlari sanayi ve irfan","SouthEastAsia"
"erdem kok","Turkey"
"fatih duran","Turkey"
"orkun kaymakci","Turkey"
"ilker demirayak","Turkey"
"gokalp kilinc","Turkey"
"ahmet mandiraci","Turkey"
"senol yilmaz","Turkey"
"levent oner","Turkey"
"devrim pacaci","Turkey"
"emrah dayioglu","Turkey"
"murat yildizhan","Turkey"
"bora kayikci","Turkey"
"taner ercan","Turkey"
"atilla uz","Turkey"
"tolga emirler","Turkey"
"onur ozdemir","Turkey"
"tuna ayan","Turkey"
"mehmet ocak","Turkey"
"erdinc arslan","Turkey"
"erman osmanoglu","Turkey"
"anil turk","India"
"celalettin caglar","Turkey"
"onur canbak","Turkey"
"aycin polat","Turkey"
"ahmet ufuk cuvalci","Turkey"
"murat avc","Turkey"
"ercument murat sozer","Turkey"
"murat carpar","Turkey"
"bilal kara","Turkey"
"mehmet turas gas armatures demirezen","Turkey"
" moza","Africa"
"hasan ozan ortakaya","Turkey"
"ali onur cerrah","Turkey"
"serkan ormanci","Turkey"
"oguzcan arcelik anonim sirketi keskin","Turkey"
"aydin ergin","Turkey"
"murat ayhan","Turkey"
"tarik sevindi","Turkey"
"hikmet gulen","Turkey"
"mete icenler","Turkey"
"ismail sengun","Turkey"
"tolga ali cirak","Turkey"
"saime asl kayihan","Turkey"
"kamil ridvan erbil","Turkey"
"mesut selek","Turkey"
"mehmet aycicek","Turkey"
"onder balioglu","Turkey"
"mustafa erdener","Turkey"
"emre yunus","Turkey"
"fatih sultan erdem","Turkey"
"recep ayas","Turkey"
"hasan kalyoncu","Turkey"
"ugur yilmaz","Turkey"
"alper attias","French"
"ersin isbilen","Turkey"
"ahmet donmez","Turkey"
"mert erayan","Turkey"
"mehmet senel","Turkey"
"mehmet celik","Turkey"
"burak huseyin sevingul","Turkey"
"berat toptan","Turkey"
"gursel boz","Turkey"
"onur ercan","Turkey"
"emir aydar","Turkey"
"mehmet cemal hacioglu","Turkey"
"fulya erol","Turkey"
"nihat baltaci","Turkey"
"umud ozturk","Turkey"
"safak tezcan","Turkey"
"alper batur","Turkey"
"omer yanik","Turkey"
"mustafa zeyrek","Turkey"
"aytac timucin oncul","Turkey"
"ozgur ogur","Turkey"
"arif atla","India"
"baris akay","Turkey"
"tuna kaya","Turkey"
"tuba kartal","Turkey"
"nursel karakaya","Turkey"
"hakan tatar","Turkey"
"baris erdogan","Turkey"
"kutlu oktay","Turkey"
"aydin kutlu","Turkey"
"hakan salih erdogan","Turkey"
"koksal cansiz","Turkey"
"oner hatipoglu","Turkey"
"ercan engin","Turkey"
"mustafa ozcan","Turkey"
"erhan kahraman","Turkey"
"abdulla atalar","Turkey"
"kenan yuce sanliturk","Turkey"
"mustafa yuksel","Turkey"
"anton trofimov","Slavic"
"sezgin bahtiyar","Turkey"
"deniz bildirici","Turkey"
"huseyin turk","Turkey"
"erdal haspolat","Turkey"
"cavit ceyhun dogu","Turkey"
"mustafa goz","Turkey"
"mehmet ali kancioglu","Turkey"
"alper soysal","Turkey"
"abdurrahman murat fenerci","Turkey"
"gundogdu gurkan","Turkey"
"cem ozdemir","Turkey"
"muhterem ertoy","Turkey"
"ali demir","Turkey"
"inci yuksel ergun","Turkey"
"olgu demircioglu","Turkey"
"mahir erdem deger","Turkey"
"mustafa avdan","Turkey"
"vehbi dayanikli","Turkey"
"burcu tasdemir","Turkey"
"yalcin yaman","Turkey"
"alperen gazioglu","Turkey"
"rabia berna demirel","Turkey"
"gokhan ak","Turkey"
"kagan kurtkaya","Turkey"
"alper ergen","Turkey"
"filiz eryilmaz","Turkey"
"mustafa kose","Turkey"
"halil turan","Turkey"
"yaprak deniz yurt","Turkey"
"igor reshetnikov","Slavic"
"fatih demir","Turkey"
"hakan peker","Turkey"
"serkan akar","Turkey"
"ezgi ozdemir","Turkey"
"aydos tamer","Turkey"
"serkan atamer","Turkey"
"alper ayhaner","Turkey"
"melih kamil","Turkey"
"ayhan babacan","Turkey"
"suat demirer","Turkey"
"ali hakan guven","Turkey"
"mujdat isik","Turkey"
"eren mutlu","Turkey"
"levent aksel","Turkey"
"ridvan kadir celik","Turkey"
"erdal avsar","Turkey"
"salih arslantas","Turkey"
"evren altinok","Turkey"
"burcu mavi","Turkey"
"omer erden","Turkey"
"mahmut fakur aksit","Turkey"
"semih pekol","Turkey"
"hakan cemil ipekci","Turkey"
"volkan ozgul","Turkey"
"nihat duran","Turkey"
"selin sargut","Turkey"
"ahmet taner tecirlioglu","Turkey"
"alper baykut","Turkey"
"engin kale kilit ve kalip sanayi arat","Turkey"
"serkan bilsen","Turkey"
"jale kaya","Turkey"
"firat aras","Turkey"
"mehmet oturak","Turkey"
"ayfer elmas","Turkey"
"sebahattin kilic","Turkey"
"seckin sezgin","Turkey"
"okan eryilmaz","Turkey"
"resul yavuz","Turkey"
"gokhan tekin","Turkey"
"mehmet diksan","Turkey"
"cengiz mete uzundere","Turkey"
"gorkem arcelik anonim sirketi suner","Turkey"
"mete erdemgil","Turkey"
"burak akalin","Turkey"
"yasam uzun","Turkey"
"hasan basri bozkurt","Turkey"
"nevin akkas","Turkey"
"merve guven","Turkey"
"mehmet gocer","Turkey"
"mehmet balaban","Turkey"
"haluk arcelik anonim sirketi karatas","Turkey"
"atakan gurleyen","Turkey"
"bekir anil mertol","Turkey"
"erdogan demir","Turkey"
"murat merdin","Turkey"
"serdar celik","Turkey"
"fatih zafer zorlu","Turkey"
"mahmut erdem ucanlar","Turkey"
"serhan kilic","Turkey"
"caglar celik","Turkey"
"erkut beser","Turkey"
"arcan ozcetin","Turkey"
"hakan yorgancioglu","Turkey"
"volkan kahraman","Turkey"
"hakan isik","Turkey"
"neslihan sayilgan","Turkey"
"hamdi uysal","Turkey"
"evren bal","Turkey"
"hafit ali arvas","SouthEastAsia"
"selcuk soyyigit","Turkey"
"sultan suzer ilbay","Turkey"
"faik koklu","Turkey"
"turgut kokgiran","Turkey"
"levent cinar","Turkey"
"sukru can cerkezoglu","Turkey"
"sabahattin arcelik anonim sirketi hocaoglu","Turkey"
"hasan yildirim","Turkey"
"hasan yuksel","Turkey"
"orhan esref celikkol","Turkey"
"ali ihsan kuzu","Turkey"
"cihan emre uluisik","Turkey"
"ali kemal bahar","Persian"
"altan arcelik anonim sirketi alyanak","Turkey"
"metin erbay","Turkey"
"erkan tunay","Turkey"
"bekir sonmez","Turkey"
"ozgun sakalli","Turkey"
"harun bingol","Turkey"
"ahmet mert kilic","Turkey"
"ilke kayin uslu uslu","Turkey"
"hurrem murat altay","Turkey"
"neslihan urhan","Turkey"
"serkan yelseli","Turkey"
"nehir yurt","Turkey"
"ufuk askin","Turkey"
"hulusi han iyigun","Turkey"
"ataman ozdemir","Turkey"
"ebru gungor","Turkey"
"alp emre ongut","Turkey"
"lale isikel sanli","Turkey"
"okan orhan","Turkey"
"aydin hekimoglu","Turkey"
"altan alyanak","Turkey"
"ahmet yorukoglu","Turkey"
"ahmet ozer","Turkey"
"suat yuksel","Turkey"
"mert engin","Turkey"
"mustafa sirin","Turkey"
"mesut sert","Turkey"
"cagdas fidan","Turkey"
"yigit ozkan","Turkey"
"saffet bayar","Turkey"
"salih turhal","Turkey"
"murat koral","Turkey"
"ali ekenel","Turkey"
"alper sahin","Turkey"
"sahl sadeghi","Persian"
"ur kele","Africa"
"recep kilic","Turkey"
"ali ihsan koca","Turkey"
"gorkem ozvural","Turkey"
"cem cakiroglu","Turkey"
"ibrahim levent altay","Turkey"
"melih buke","Turkey"
"memet nevres ulgen","Turkey"
"baris efendioglu","Turkey"
"kerem kurt","Turkey"
"erdinc aksu","Turkey"
"ersin fidanoglu","Turkey"
"onur guvenc","Turkey"
"burak aksu","Turkey"
"mehmet fatih sozbir","Turkey"
"orcun baskaya","Turkey"
"onur boztas","Turkey"
"deger demircan","Turkey"
"saime kayihan","Turkey"
"yigit akalan","Turkey"
"cem arcelik anonim sirketi kural","Turkey"
"fatih ozturk","Turkey"
"onur tansoy","Turkey"
"bulent bulut","Turkey"
"georg milde","German"
"kubra nizamoglu","Turkey"
"gokhan timac","Turkey"
"mustafa yazici","Turkey"
"bertan arcelik anonim sirketi bayram","Turkey"
"gokmen peker","Turkey"
"turgut yerlikaya","Turkey"
"ibrahim kabasakal","Turkey"
"nihat gunduz","Turkey"
"kadir ridvan celik","Turkey"
"timucin daloglu","Turkey"
"cagatay bolukbasi","Turkey"
"ozan kaya","Turkey"
"orhan celik","Turkey"
"emrah karakaya","Turkey"
"yusuf koc","Turkey"
"emrah deniz kunt","Turkey"
"rasim cizmeci","Turkey"
"engin mergenci","Turkey"
"taha caliskan","Turkey"
"sertac dogruel","Turkey"
"erdinc atay","Turkey"
"ilhan albayrak","Turkey"
"didem polat","Turkey"
"mehmet ercan kaymak","Turkey"
"murat bozkurtlu","Turkey"
"gozde bilen","Turkey"
"bahadir aktas","Turkey"
"serdal korkut avci","Turkey"
"mehmet baris","Turkey"
"mustafa yilmaz","Turkey"
"umut esat ozturk","Turkey"
"asli gencer ozel","Turkey"
"mustafa durmus","Turkey"
"mustafa altay","Turkey"
"mustafa kabakci","Turkey"
"sedat celiker","Turkey"
"boon hun tan","China"
"noryani taib","SouthEastAsia"
"tang choong kheng","China"
"jose piedras","Hispanic"
"ghasemi dehkordi sepehr","Persian"
"nantakorn hongpong","SouthEastAsia"
"paul jonathan mcintosh","AngloSaxon"
"ravindranathan   narayana menon","India"
"boon siong tee","China"
"narong chokwatana","SouthEastAsia"
"tri agus wibowo","SouthEastAsia"
"han wei tang","China"
"shu wei goh","China"
"tang hang tow","China"
"aree poomsanoh","SouthEastAsia"
"douglas steuart","AngloSaxon"
"khong fah liew","China"
"yik hei sia","China"
"sirichai sarahut","SouthEastAsia"
"chee wah ng","China"
"surachai leelahakiat","SouthEastAsia"
"choon kheang ng","China"
"suwat petcharapirat","SouthEastAsia"
"fook khean wong","China"
